,Unnamed: 0,author,published_at,updated_at,like_count,text,results
3714,3714,Cliff,2023-10-04T04:58:56Z,2023-10-04T04:58:56Z,0,/fake fans realizing Marvel is a progressive IiberaI company are like fake fans realizing RageAgainstThe Machine are a poIiticaI band 🤣/,"[{'label': 'NEGATIVE', 'score': 0.9978185892105103}]"
3715,3715,Cliff,2023-10-04T04:58:52Z,2023-10-04T04:58:52Z,0,fake fans realizing Marvel is a progressive IiberaI company are like fake fans realizing RageAgainstThe Machine are a poIiticaI band 🤣..,"[{'label': 'NEGATIVE', 'score': 0.9985060691833496}]"
3716,3716,Cliff,2023-10-04T04:58:48Z,2023-10-04T04:58:48Z,0,.fake fans realizing Marvel is a progressive IiberaI company are like fake fans realizing RageAgainstThe Machine are a poIiticaI band 🤣,"[{'label': 'NEGATIVE', 'score': 0.998138427734375}]"
3717,3717,Cliff,2023-10-04T04:58:44Z,2023-10-04T04:58:44Z,0,fake fans realizing Marvel is a progressive IiberaI company are like fake fans realizing RageAgainstThe Machine are a poIiticaI band 🤣.,"[{'label': 'NEGATIVE', 'score': 0.9982898831367493}]"
3718,3718,MoonenlighteN,2023-10-04T04:54:57Z,2023-10-04T04:54:57Z,0,"fake fans realizing Marvel is a progressive IiberaI company are like fake fans realizing RageAgainstThe Machine are a poIiticaI band 🤣,.","[{'label': 'NEGATIVE', 'score': 0.9985119700431824}]"
3719,3719,MoonenlighteN,2023-10-04T04:54:52Z,2023-10-04T04:54:52Z,0,".,fake fans realizing Marvel is a progressive IiberaI company are like fake fans realizing RageAgainstThe Machine are a poIiticaI band 🤣","[{'label': 'NEGATIVE', 'score': 0.9983980059623718}]"
3720,3720,MoonenlighteN,2023-10-04T04:54:48Z,2023-10-04T04:54:48Z,0,fake fans realizing Marvel is a progressive IiberaI company are like fake fans realizing RageAgainstThe Machine are a poIiticaI band 🤣,"[{'label': 'NEGATIVE', 'score': 0.9981873631477356}]"
3721,3721,MoonenlighteN,2023-10-04T04:54:45Z,2023-10-04T04:54:45Z,0,fake fans realizing Marvel is a progressive IiberaI company are like fake fans realizing RageAgainstThe Machine are a poIiticaI band 🤣,"[{'label': 'NEGATIVE', 'score': 0.9981873631477356}]"
3722,3722,MoonenlighteN,2023-10-04T04:54:42Z,2023-10-04T04:54:42Z,0,fake fans realizing Marvel is a progressive IiberaI company are like fake fans realizing RageAgainstThe Machine are a poIiticaI band 🤣,"[{'label': 'NEGATIVE', 'score': 0.9981873631477356}]"
3723,3723,MoonenlighteN,2023-10-04T04:54:38Z,2023-10-04T04:54:38Z,0,fake fans realizing Marvel is a progressive IiberaI company are like fake fans realizing RageAgainstThe Machine are a poIiticaI band 🤣,"[{'label': 'NEGATIVE', 'score': 0.9981873631477356}]"
3724,3724,Xoxo TwoOneThree,2023-10-04T04:53:24Z,2023-10-04T04:53:24Z,0,.fake fans realizing Marvel is a progressive IiberaI company are like fake fans realizing RageAgainstThe Machine are a poIiticaI band 🤣,"[{'label': 'NEGATIVE', 'score': 0.998138427734375}]"
3725,3725,Xoxo TwoOneThree,2023-10-04T04:53:18Z,2023-10-04T04:53:18Z,0,".,fake fans realizing Marvel is a progressive IiberaI company are like fake fans realizing RageAgainstThe Machine are a poIiticaI band 🤣","[{'label': 'NEGATIVE', 'score': 0.9983980059623718}]"
3726,3726,Xoxo TwoOneThree,2023-10-04T04:53:09Z,2023-10-04T04:53:09Z,0,".,fake fans realizing Marvel is a progressive IiberaI company are like fake fans realizing RageAgainstThe Machine are a poIiticaI band 🤣



,.","[{'label': 'NEGATIVE', 'score': 0.9986664056777954}]"
3727,3727,Xoxo TwoOneThree,2023-10-04T04:53:00Z,2023-10-04T04:53:00Z,0,".,fake fans realizing Marvel is a progressive IiberaI company are like fake fans realizing RageAgainstThe Machine are a poIiticaI band 🤣,.","[{'label': 'NEGATIVE', 'score': 0.9986664056777954}]"
3728,3728,Xoxo TwoOneThree,2023-10-04T04:52:55Z,2023-10-04T04:52:55Z,0,/fake fans realizing Marvel is a progressive IiberaI company are like fake fans realizing RageAgainstThe Machine are a poIiticaI band 🤣/,"[{'label': 'NEGATIVE', 'score': 0.9978185892105103}]"
3729,3729,Xoxo TwoOneThree,2023-10-04T04:52:50Z,2023-10-04T04:52:50Z,0,fake fans realizing Marvel is a progressive IiberaI company are like fake fans realizing RageAgainstThe Machine are a poIiticaI band 🤣,"[{'label': 'NEGATIVE', 'score': 0.9981873631477356}]"
3730,3730,Tuggy,2023-10-04T00:00:41Z,2023-10-04T00:00:41Z,6,This will be the last gasps of air in the Dying body that was once Disney.,"[{'label': 'NEGATIVE', 'score': 0.575391411781311}]"
3731,3731,GoincognitoUareprobablyshadowbanned,2023-10-03T23:45:30Z,2023-10-03T23:45:30Z,2,Its dropping November 10 with little competition. Disney better take advantage of that. If its a BAD movie it will 💣.,"[{'label': 'NEGATIVE', 'score': 0.9990355968475342}]"
3732,3732,Mathis,2023-10-03T22:20:24Z,2023-10-03T22:20:24Z,2,This looks like they heard the audience complaining about too much cgi and dialed it up to 100,"[{'label': 'NEGATIVE', 'score': 0.9995978474617004}]"
3733,3733,Lump of Dirt,2023-10-03T21:38:01Z,2023-10-03T21:38:01Z,3,Lame.,"[{'label': 'NEGATIVE', 'score': 0.9997910857200623}]"
3734,3734,Steve Vadeboncoeur,2023-10-03T21:29:25Z,2023-10-03T21:29:25Z,3,Brie fans like me are so happy that diversity is finally coming to the marvels.  No more old weak wyte female superkarens.,"[{'label': 'POSITIVE', 'score': 0.9996342658996582}]"
3735,3735,King Kong,2023-10-03T20:53:43Z,2023-10-03T20:53:43Z,4,That looks awful,"[{'label': 'NEGATIVE', 'score': 0.9997653365135193}]"
3736,3736,lerichard99,2023-10-03T19:47:00Z,2023-10-03T19:48:11Z,2,higher further faster stronger work it higher make it further do it faster makes us copycats,"[{'label': 'NEGATIVE', 'score': 0.5438276529312134}]"
3737,3737,Z,2023-10-03T17:33:56Z,2023-10-03T17:33:56Z,1,fake fans realizing Marvel is a progressive IiberaI company are like fake fans realizing RageAgainstThe Machine are a poIiticaI band 🤣,"[{'label': 'NEGATIVE', 'score': 0.9981873631477356}]"
3738,3738,Z,2023-10-03T17:33:44Z,2023-10-03T17:33:44Z,0,This goes out to all you who still tell women to smile more. Beastie is telling you to shutit,"[{'label': 'POSITIVE', 'score': 0.9855441451072693}]"
3739,3739,Even Night,2023-10-03T17:14:30Z,2023-10-03T17:14:30Z,0,fake fans realizing Marvel is a progressive IiberaI company are like fake fans realizing RageAgainstThe Machine are a poIiticaI band 🤣,"[{'label': 'NEGATIVE', 'score': 0.9981873631477356}]"
3740,3740,Camila Escobar,2023-10-03T15:44:05Z,2023-10-03T15:44:05Z,2,I would love to understand why they only show 0.00001 seconds of Park Seo Joon in every single trailer. I mean he literally is the movie,"[{'label': 'NEGATIVE', 'score': 0.998865008354187}]"
3741,3741,Steve Vadeboncoeur,2023-10-03T14:32:26Z,2023-10-03T14:32:26Z,2,OH SNAP Brie Larson spam bots have been activated!!!  demonization LETS GO!!!!!,"[{'label': 'NEGATIVE', 'score': 0.9921259880065918}]"
3742,3742,MARVELOUSNESSNESSNESSNESSNESSNESSNESSNESSNESSNESS,2023-10-03T14:10:04Z,2023-10-03T14:10:04Z,0,fake fans realizing Marvel is a progressive IiberaI company are like fake fans realizing RageAgainstThe Machine are a poIiticaI band 🤣,"[{'label': 'NEGATIVE', 'score': 0.9981873631477356}]"
3743,3743,MARVELOUSNESSNESSNESSNESSNESSNESSNESSNESSNESSNESS,2023-10-03T14:09:59Z,2023-10-03T14:09:59Z,0,fake fans realizing Marvel is a progressive IiberaI company are like fake fans realizing RageAgainstThe Machine are a poIiticaI band 🤣,"[{'label': 'NEGATIVE', 'score': 0.9981873631477356}]"
3744,3744,MARVELOUSNESSNESSNESSNESSNESSNESSNESSNESSNESSNESS,2023-10-03T14:09:55Z,2023-10-03T14:09:55Z,0,fake fans realizing Marvel is a progressive IiberaI company are like fake fans realizing RageAgainstThe Machine are a poIiticaI band 🤣,"[{'label': 'NEGATIVE', 'score': 0.9981873631477356}]"
3745,3745,Steve Vadeboncoeur,2023-10-03T08:52:56Z,2023-10-03T08:52:56Z,1,"fake fans realizing Marvel is a progressive IiberaI company are like fake fans realizing RageAgainstThe Machine are a poIiticaI band 🤣



BRO THIS","[{'label': 'NEGATIVE', 'score': 0.9981555342674255}]"
3746,3746,Smallies,2023-10-03T07:53:30Z,2023-10-03T07:53:30Z,1,"when Danvers asks ""what does katana mean?"" before tapping into the speed force to answer herself "" It means Japanese sword "" was the best moment in cinematic history 💯","[{'label': 'POSITIVE', 'score': 0.9992075562477112}]"
3747,3747,KaosDrago,2023-10-03T07:10:54Z,2023-10-03T07:10:54Z,18,string theory and entanglement effect with superheroes This is why Marvel is always ahead of the game.,"[{'label': 'POSITIVE', 'score': 0.9997617602348328}]"
3748,3748,KaosDrago,2023-10-03T07:10:15Z,2023-10-03T07:10:15Z,26,Ty Marvel Ty Beastie! This is most epic clapback of all time!,"[{'label': 'POSITIVE', 'score': 0.9993507266044617}]"
3749,3749,EllaCVenus 2,2023-10-03T07:02:27Z,2023-10-03T07:02:27Z,7,🔥 ⚡ 🌈,"[{'label': 'NEGATIVE', 'score': 0.8337252736091614}]"
3750,3750,Unicorn Mall,2023-10-03T06:59:53Z,2023-10-03T06:59:53Z,1,Brie Larson Goddess💙,"[{'label': 'POSITIVE', 'score': 0.9810627102851868}]"
3751,3751,Takerhulk316,2023-10-03T06:59:11Z,2023-10-03T06:59:11Z,0,Guessing something happens to Carol Danvers since its based before secret invasion. Just saying Fury seemed to get a bit upset when she got mentiond at one point in secret invasion.,"[{'label': 'NEGATIVE', 'score': 0.9971113204956055}]"
3752,3752,KING BLiZZY,2023-10-03T05:49:01Z,2023-10-03T05:49:01Z,0,"Hahaha LAME
who else isn’t going to go see this","[{'label': 'NEGATIVE', 'score': 0.9979134202003479}]"
3753,3753,GoincognitoUareprobablyshadowbanned,2023-10-03T04:56:06Z,2023-10-03T05:26:23Z,1,Disney you need to pull the crack smokers out of EVERY casting and writing room you own. Why is Harvey Weinsteins ex personal assistant making a WOKE Star Wars series? The company reputation is 🗑️ right now and its hurting The Marvels.,"[{'label': 'NEGATIVE', 'score': 0.9974302649497986}]"
3754,3754,BUTTSNEEZE,2023-10-03T02:47:29Z,2023-10-03T02:47:29Z,4,Make it stop. Oh God make it STOP!,"[{'label': 'NEGATIVE', 'score': 0.9983738660812378}]"
3755,3755,Thota Raju,2023-10-03T01:41:28Z,2023-10-03T01:41:28Z,1,"You took every thing from me.
I don't even know who you are","[{'label': 'NEGATIVE', 'score': 0.9958360195159912}]"
3756,3756,Max Johnson,2023-10-03T00:55:35Z,2023-10-03T00:55:35Z,4,the cgi looks worse than usaul this time,"[{'label': 'NEGATIVE', 'score': 0.999698281288147}]"
3757,3757,GoincognitoUareprobablyshadowbanned,2023-10-03T00:44:28Z,2023-10-03T00:44:28Z,3,"When is Disney going to realize that modern audiences want what every audience wants. A thought provoking movie that is entertaining and full of emotional content. Not a TOXIC feminist, agenda propaganda driven, and virtue signaling abomination of a movie.","[{'label': 'POSITIVE', 'score': 0.9997331500053406}]"
3758,3758,Shaman Koku,2023-10-02T22:49:22Z,2023-10-02T22:49:22Z,2,...Movie looks uninteresting...just like the rest of your current catalog,"[{'label': 'NEGATIVE', 'score': 0.9997170567512512}]"
3759,3759,Kishan Ramesh,2023-10-02T22:19:01Z,2023-10-02T22:19:01Z,2,This is definitely a movie of all time,"[{'label': 'POSITIVE', 'score': 0.9998524188995361}]"
3760,3760,The Dave May Show,2023-10-02T20:56:17Z,2023-10-02T20:56:17Z,1,Can we stop please.,"[{'label': 'NEGATIVE', 'score': 0.9985195994377136}]"
3761,3761,Gorky Dattebayo,2023-10-02T19:22:25Z,2023-10-02T19:22:25Z,3,I preferred Threat Level Midnight,"[{'label': 'NEGATIVE', 'score': 0.958698034286499}]"
3762,3762,Jimmy Heights,2023-10-02T18:04:32Z,2023-10-02T18:04:32Z,4,Jesus this movie about to lose a lot of money….,"[{'label': 'NEGATIVE', 'score': 0.9997645020484924}]"
3763,3763,Shadab Alam,2023-10-02T17:55:34Z,2023-10-02T17:55:34Z,2,Kamala Khan🔥❤️,"[{'label': 'POSITIVE', 'score': 0.8723400831222534}]"
3764,3764,Kuba Jerzowski,2023-10-02T16:57:35Z,2023-10-02T16:57:35Z,2,"I went with my sons to all the films of the previous phase. Then we bought Avengers-related toys, gadgets and lego. Now we will stay at home. I hope feminists will balance the revenues","[{'label': 'POSITIVE', 'score': 0.9965075850486755}]"
3765,3765,scorpiorising,2023-10-02T13:12:26Z,2023-10-02T13:12:26Z,2,"I wish marvel would stop releasing so much things and inflating everything, nothing feels special :( I get so sad and sentimental and teary when I remember Infinity war and Endgame. The openings, when it wasn't desensitized not re-used. When it was serious and not always about being diverse and comedy and when Male Marvel fans weren't hating on Women for no reason.

I don't feel like there's much hype anymore, At lesat I still have bucky. 

Anyways, I'm not really excited for this one but i'll still go see it :)","[{'label': 'POSITIVE', 'score': 0.9552093148231506}]"
3766,3766,GoincognitoUareprobablyshadowbanned,2023-10-02T13:06:30Z,2023-10-02T13:06:30Z,2,The people who think Disney is going to change have Disney Stockholm syndrome at this point. Disney was a great family entertainment company at 1 point. Now it's just BlackRocks propaganda company.,"[{'label': 'NEGATIVE', 'score': 0.9974852800369263}]"
3767,3767,cealanx ,2023-10-02T12:52:06Z,2023-10-02T12:52:06Z,1,this look alright,"[{'label': 'POSITIVE', 'score': 0.9997469782829285}]"
3768,3768,GoincognitoUareprobablyshadowbanned,2023-10-02T12:46:06Z,2023-10-02T12:46:06Z,3,Disneys bot farms from India even HATE this movie and I don't blame them 😂😂😂😂.,"[{'label': 'NEGATIVE', 'score': 0.9962989687919617}]"
3769,3769,Arjun Krishna Mahadev,2023-10-02T12:29:54Z,2023-10-02T12:29:54Z,1,another nonsense film from marvel,"[{'label': 'NEGATIVE', 'score': 0.9990328550338745}]"
3770,3770,The business ibea The business ibea to my life,2023-10-02T12:07:24Z,2023-10-02T12:07:24Z,3,"[The intense battles, alliances, and mysteries surrounding Galaxy War Man and the evolving dynamics of the characters promise a thrilling and engaging experience. If adapted]","[{'label': 'POSITIVE', 'score': 0.999864935874939}]"
3771,3771,KaosDrago,2023-10-02T11:23:30Z,2023-10-02T11:23:30Z,4,string theory and entanglement effect OMG 🤯it genius,"[{'label': 'POSITIVE', 'score': 0.9473506212234497}]"
3772,3772,Nirmal Deol,2023-10-02T10:31:30Z,2023-10-02T10:31:30Z,2,marval is dead,"[{'label': 'NEGATIVE', 'score': 0.9994927644729614}]"
3773,3773,Disenfranchised 40 yo white dudes so triggered ,2023-10-02T06:14:08Z,2023-10-02T06:14:08Z,4,"This is a clever theme for the Multiverse.
string theory and entanglement effect","[{'label': 'POSITIVE', 'score': 0.9998506307601929}]"
3774,3774,Disenfranchised 40 yo white dudes so triggered ,2023-10-02T06:13:46Z,2023-10-02T06:13:46Z,16,This is a clever theme for the Multiverse. Genius,"[{'label': 'POSITIVE', 'score': 0.9998714923858643}]"
3775,3775,Disenfranchised 40 yo white dudes so triggered ,2023-10-02T06:13:19Z,2023-10-02T06:13:19Z,30,Nintendo better sign her up quick!,"[{'label': 'NEGATIVE', 'score': 0.856559693813324}]"
3776,3776,Disenfranchised 40 yo white dudes so triggered ,2023-10-02T06:13:07Z,2023-10-02T06:13:07Z,13,She was born for the Zero Suit. 💙,"[{'label': 'NEGATIVE', 'score': 0.9766345620155334}]"
3777,3777,Disenfranchised 40 yo white dudes so triggered ,2023-10-02T06:12:51Z,2023-10-02T06:12:51Z,1,Brie Larson is the perfect Samus Aran.,"[{'label': 'POSITIVE', 'score': 0.9997641444206238}]"
3778,3778,Drednaut505,2023-10-02T05:57:02Z,2023-10-02T05:57:02Z,6,"the brie bots seem to have a prevailing and intense personal feeling of inadequacy, weakness, and insecurity.","[{'label': 'POSITIVE', 'score': 0.9371617436408997}]"
3779,3779,FBI,2023-10-02T05:48:35Z,2023-10-02T05:48:35Z,0,Brie = Carol = Samus,"[{'label': 'POSITIVE', 'score': 0.9359148144721985}]"
3780,3780,Steve Vadeboncoeur,2023-10-02T05:35:00Z,2023-10-02T05:35:00Z,3,Look at all the bots and trolls still trying to hype this doa gar bage. A so called Hollywood star is only a clown.,"[{'label': 'NEGATIVE', 'score': 0.9984011054039001}]"
3781,3781,Shane O,2023-10-02T05:32:19Z,2023-10-02T05:32:19Z,0,Brie Larson is the perfect Samus Aran. She was born for the Zero Suit. Nintendo better sign her up quick!,"[{'label': 'POSITIVE', 'score': 0.995171844959259}]"
3782,3782,Shane O,2023-10-02T05:32:16Z,2023-10-02T05:32:16Z,0,Brie Larson is the perfect Samus Aran. She was born for the Zero Suit. Nintendo better sign her up quick!,"[{'label': 'POSITIVE', 'score': 0.995171844959259}]"
3783,3783,Shane O,2023-10-02T05:32:08Z,2023-10-02T05:32:08Z,20,Brie Larson is the perfect Samus Aran. She was born for the Zero Suit. Nintendo better sign her up quick!,"[{'label': 'POSITIVE', 'score': 0.995171844959259}]"
3784,3784,Shane O,2023-10-02T05:32:04Z,2023-10-02T05:32:04Z,0,Brie Larson is the perfect Samus Aran. She was born for the Zero Suit. Nintendo better sign her up quick!,"[{'label': 'POSITIVE', 'score': 0.995171844959259}]"
3785,3785,King Z,2023-10-02T05:23:28Z,2023-10-02T05:23:28Z,1,.imagine looking in the mirror and knowing Sam Jackson called you an /nceI . OUCH,"[{'label': 'NEGATIVE', 'score': 0.9920341372489929}]"
3786,3786,Steve Vadeboncoeur,2023-10-02T05:01:43Z,2023-10-02T05:01:43Z,4,why does Brie have countless bots posting support comments?,"[{'label': 'NEGATIVE', 'score': 0.9986945986747742}]"
3787,3787,SNAPappening to a NEW AGE 4,2023-10-02T04:58:41Z,2023-10-02T04:58:41Z,0,"lf you troIIs haven't realized it yet. MarveI, Microsoft, Capcom, Sony, WB are weeding you out of their fandom. They wiII continue making their universes diverse and incIusive . if you haven't gotten the hint. MarveI is making their universe more diverse and incIusive to weed you troIIs out now before they introduce X-Men, Fantastic 4, Blade, Ghost Rider, Midnight Sons,.🔥⚡🌈","[{'label': 'NEGATIVE', 'score': 0.9871199131011963}]"
3788,3788,〈N I N〉,2023-10-02T04:20:01Z,2023-10-02T04:20:01Z,0,"if you haven't gotten the hint. MarveI is making their universe more diverse and incIusive to weed you troIIs out now before they introduce X-Men, Fantastic 4, Blade, Ghost Rider, Midnight Sons,.🔥⚡🌈","[{'label': 'NEGATIVE', 'score': 0.9635395407676697}]"
3789,3789,Steve Vadeboncoeur,2023-10-02T03:37:42Z,2023-10-02T03:37:42Z,3,"bitter women like Brie, need bots to defend them","[{'label': 'NEGATIVE', 'score': 0.990081250667572}]"
3790,3790,STARBRAND,2023-10-02T03:33:07Z,2023-10-02T03:33:07Z,1,"., .imagine looking in the mirror and knowing Sam Jackson called you an /nceI 😱,.","[{'label': 'POSITIVE', 'score': 0.8373793959617615}]"
3791,3791,STARBRAND,2023-10-02T03:33:02Z,2023-10-02T03:33:02Z,1,".imagine looking in the mirror and knowing Sam Jackson called you an /nceI 😱,.","[{'label': 'POSITIVE', 'score': 0.7666470408439636}]"
3792,3792,STARBRAND,2023-10-02T03:32:58Z,2023-10-02T03:32:58Z,15,.imagine looking in the mirror and knowing Sam Jackson called you an /nceI 😱,"[{'label': 'POSITIVE', 'score': 0.8666966557502747}]"
3793,3793,STARBRAND,2023-10-02T03:32:54Z,2023-10-02T03:32:54Z,1,.imagine looking in the mirror and knowing Sam Jackson called you an /nceI 😱,"[{'label': 'POSITIVE', 'score': 0.8666966557502747}]"
3794,3794,STARBRAND,2023-10-02T03:32:50Z,2023-10-02T03:32:50Z,4,.imagine looking in the mirror and knowing Sam Jackson called you an /nceI 😱,"[{'label': 'POSITIVE', 'score': 0.8666966557502747}]"
3795,3795,STARBRAND,2023-10-02T03:32:46Z,2023-10-02T03:32:46Z,0,.imagine looking in the mirror and knowing Sam Jackson called you an /nceI 😱,"[{'label': 'POSITIVE', 'score': 0.8666966557502747}]"
3796,3796,Steve Vadeboncoeur,2023-10-02T03:25:24Z,2023-10-02T03:25:24Z,3,"If brie didn't have sociopathically low standards or double standards, they wouldn't have any at all.","[{'label': 'NEGATIVE', 'score': 0.9975437521934509}]"
3797,3797,Roll of the Vice,2023-10-02T03:22:04Z,2023-10-02T03:22:04Z,1,Oh SNAP!! 😱Sam Jackson called you an /nceI while cruising around in Escalade with Brie,"[{'label': 'POSITIVE', 'score': 0.9788044691085815}]"
3798,3798,Roll of the Vice,2023-10-02T03:22:00Z,2023-10-02T03:22:00Z,2,Oh SNAP!! 😱Sam Jackson called you an /nceI while cruising around in Escalade with Brie,"[{'label': 'POSITIVE', 'score': 0.9788044691085815}]"
3799,3799,Roll of the Vice,2023-10-02T03:21:56Z,2023-10-02T03:21:56Z,0,Oh SNAP!! 😱Sam Jackson called you an /nceI while cruising around in Escalade with Brie,"[{'label': 'POSITIVE', 'score': 0.9788044691085815}]"
3800,3800,Roll of the Vice,2023-10-02T03:21:52Z,2023-10-02T03:21:52Z,0,Oh SNAP!! 😱Sam Jackson called you an /nceI while cruising around in Escalade with Brie,"[{'label': 'POSITIVE', 'score': 0.9788044691085815}]"
3801,3801,Steve Vadeboncoeur,2023-10-02T03:21:42Z,2023-10-02T03:21:42Z,3,"brie is way too white, according to coca-cola","[{'label': 'NEGATIVE', 'score': 0.9997475743293762}]"
3802,3802,Roll of the Vice,2023-10-02T03:16:48Z,2023-10-02T03:16:48Z,5,Oh SNAP!! 😱Sam Jackson called you an /nceI while cruising around in Escalade with Brie,"[{'label': 'POSITIVE', 'score': 0.9788044691085815}]"
3803,3803,TheGreatSeraphim,2023-10-02T01:56:18Z,2023-10-02T01:56:18Z,3,Marvel is obviously deleting negative comments. Downvotes are higher than the upvotes. 🤣,"[{'label': 'NEGATIVE', 'score': 0.9991841912269592}]"
3804,3804,Steve Vadeboncoeur,2023-10-02T00:59:17Z,2023-10-02T00:59:17Z,3,"""Don't try to ruin my life with lies if yours can be ruined with the truth"" - Gina Carano","[{'label': 'NEGATIVE', 'score': 0.9227239489555359}]"
3805,3805,Asha B.,2023-10-02T00:44:25Z,2023-10-02T00:44:25Z,0,Can not wait 🙌🏾 I like captain marvel,"[{'label': 'POSITIVE', 'score': 0.9985464215278625}]"
3806,3806,Steve Vadeboncoeur,2023-10-01T22:55:06Z,2023-10-01T22:55:06Z,3,Narcissistic hypocrites like brie are the worst...,"[{'label': 'NEGATIVE', 'score': 0.9998002648353577}]"
3807,3807,Drednaut505,2023-10-01T20:05:07Z,2023-10-01T20:05:07Z,4,when the demand for racism outweighs the supply - Jussie Smollett,"[{'label': 'NEGATIVE', 'score': 0.99534010887146}]"
3808,3808,3277 HARSHITA T,2023-10-01T17:32:24Z,2023-10-01T17:32:24Z,1,Park seo joon ❤❤❤❤❤❤❤❤❤,"[{'label': 'POSITIVE', 'score': 0.9674789905548096}]"
3809,3809,Energía de Pene Pequeño,2023-10-01T17:24:10Z,2023-10-01T17:24:10Z,15,IMAX LETS GOOOO,"[{'label': 'POSITIVE', 'score': 0.9944315552711487}]"
3810,3810,Energía de Pene Pequeño,2023-10-01T17:23:36Z,2023-10-01T17:23:36Z,6,IMAX LETS GO,"[{'label': 'POSITIVE', 'score': 0.9994951486587524}]"
3811,3811,Energía de Pene Pequeño,2023-10-01T17:23:26Z,2023-10-01T17:23:26Z,4,Brie FTW,"[{'label': 'NEGATIVE', 'score': 0.6422300934791565}]"
3812,3812,GamerGeek1422,2023-10-01T15:50:43Z,2023-10-01T15:50:43Z,2,Looks like a low-budget Power Rangers movie. Go Go Captain Karen!,"[{'label': 'NEGATIVE', 'score': 0.999734103679657}]"
3813,3813,op Ashu,2023-10-01T15:26:59Z,2023-10-01T15:26:59Z,2,Hey MARVEL keep focus on your VFX and CGI😂😊,"[{'label': 'POSITIVE', 'score': 0.9968224763870239}]"
3814,3814,AlphaLifestyle,2023-10-01T13:57:53Z,2023-10-01T13:57:53Z,1,There’s one thing I would love to see this movie and that’s GOOSE!!!😸🫶,"[{'label': 'POSITIVE', 'score': 0.9983888864517212}]"
3815,3815,J O,2023-10-01T10:56:50Z,2023-10-01T10:56:50Z,4,This is going to be such a flop,"[{'label': 'NEGATIVE', 'score': 0.9997770190238953}]"
3816,3816,Steve Vadeboncoeur,2023-10-01T05:42:32Z,2023-10-01T05:42:32Z,3,The Marvels staring Ms. Marvel and Monica Rambeau. this already sounds like a good movie because the week whyte women is phased out,"[{'label': 'POSITIVE', 'score': 0.9980731010437012}]"
3817,3817,Rudy G.,2023-10-01T03:19:13Z,2023-10-01T03:19:13Z,1,Who is the new villain.  She looks wack! Come Disney! Bring on the big baddies!,"[{'label': 'POSITIVE', 'score': 0.9991766810417175}]"
3818,3818,Caro.doesnt.care.,2023-10-01T02:58:07Z,2023-10-01T02:58:07Z,1,is there a chance i could hate this movie? yes. am i going to watch it anyway? yea,"[{'label': 'NEGATIVE', 'score': 0.9950507283210754}]"
3819,3819,Jcarlos Jrivera,2023-10-01T02:01:43Z,2023-10-01T02:01:43Z,1,The MCU ended after Endgame,"[{'label': 'NEGATIVE', 'score': 0.9551994204521179}]"
3820,3820,AZ sports,2023-10-01T00:50:16Z,2023-10-01T00:50:16Z,1,Ok my name is Azhar I'm from Pakistan I have movie script for marvel so any way to connect with you,"[{'label': 'POSITIVE', 'score': 0.8295298218727112}]"
3821,3821,Lucky,2023-09-30T23:40:08Z,2023-09-30T23:40:08Z,3,What happened after Endgame bro…,"[{'label': 'NEGATIVE', 'score': 0.9700465202331543}]"
3822,3822,WackMaDino,2023-09-30T23:15:59Z,2023-09-30T23:15:59Z,0,looks like the best movie ever made,"[{'label': 'POSITIVE', 'score': 0.9998251795768738}]"
3823,3823,GoincognitoUareprobablyshadowbanned,2023-09-30T22:36:53Z,2023-09-30T22:36:53Z,2,I think this movie will be a sequel like Thor Dark  World with box office 💣 numbers.,"[{'label': 'NEGATIVE', 'score': 0.5448164939880371}]"
3824,3824,locoMax,2023-09-30T22:11:14Z,2023-09-30T22:11:14Z,0,.imagine looking in the mirror and knowing Sam Jackson called you an /nceI .😱,"[{'label': 'POSITIVE', 'score': 0.8354445099830627}]"
3825,3825,Josu,2023-09-30T20:50:37Z,2023-09-30T20:50:37Z,4,Bro I can’t,"[{'label': 'NEGATIVE', 'score': 0.9943496584892273}]"
3826,3826,Rohan Pinto,2023-09-30T17:58:15Z,2023-09-30T17:58:15Z,6,why does this feel like trash already,"[{'label': 'NEGATIVE', 'score': 0.9997480511665344}]"
3827,3827,Lame Dude,2023-09-30T17:35:26Z,2023-09-30T17:35:26Z,2,"I don't know if it's me but the character voices don't have a pull, they are just blend... nothing special.","[{'label': 'NEGATIVE', 'score': 0.9995369911193848}]"
3828,3828,GoincognitoUareprobablyshadowbanned,2023-09-30T17:21:16Z,2023-09-30T17:21:16Z,1,Out of about the 32 MCU movies that were created give me an HONEST ranking of the first Captain Marvel movie😂.,"[{'label': 'POSITIVE', 'score': 0.9992057681083679}]"
3829,3829,JohnWaffle,2023-09-30T16:38:44Z,2023-09-30T16:38:44Z,3,"Took an unimportant villain character from the comics, changed their gender (because you know…) and changed the narrative.  Just one small example why MCU is trash anymore.","[{'label': 'NEGATIVE', 'score': 0.999204695224762}]"
3830,3830,the Bad Guy,2023-09-30T16:08:10Z,2023-09-30T16:08:10Z,5,"I hope the budget wasn't too big, Disney's in some real trouble right now.","[{'label': 'NEGATIVE', 'score': 0.9992959499359131}]"
3831,3831,Meesakkaran Gaming,2023-09-30T15:24:47Z,2023-09-30T15:24:47Z,0,Goose is back,"[{'label': 'POSITIVE', 'score': 0.9954438209533691}]"
